prekesId,pavadinimas,kaina,kiekis,tipas
543,ALMACONE DOUBLE STRENGTH,61.66,84,Maistas
544,SudoGest,75.73,77,Maistas
545,Sonacaine Topical Anesthetic With Menthol,28.31,39,Elektronika
546,Lansoprazole,63.78,30,Maistas
547,On Duty Sport,25.64,94,Maistas
548,SODIUM CHLORIDE,27.43,68,Chemija
549,Cotton Linters,5.41,65,Elektronika
550,Geri-Dryl allergy relief,18.74,21,Chemija
551,MORUS RUBRA POLLEN,68.12,150,Chemija
552,good sense complete lice treatment,4.99,54,Chemija
553,White Tea Antibacterial,12.17,4,Chemija
554,Platinum Cichorium,5.45,52,Maistas
555,harmon face values pain and fever,51.97,137,Elektronika
556,Idodent Flouride Mint,24.64,51,Elektronika
557,Covergirl Queen Collection All Day Flawless 3in1 Foundation,45.09,48,Elektronika
558,VYTORIN,42.47,130,Chemija
559,Paroxetine,62.83,88,Maistas
560,RISPERDAL,62.1,127,Elektronika
561,Metoprolol Tartrate,28.55,38,Elektronika
562,Temazepam,5.39,145,Chemija
563,Bisoprolol Fumarate and Hydrochlorothiazide,31.14,65,Maistas
564,MittiHeal,37.6,139,Maistas
565,fomepizole,83.89,54,Maistas
566,Calendula,97.1,67,Elektronika
567,Fenofibrate,87.8,121,Maistas
568,Digoxin,3.34,67,Chemija
569,Neutrogena Nourishing Long Wear Makeup Tone Correcting Complex Sunscreen Broad Spectrum SPF20,78.46,102,Chemija
570,Helium Oxygen Nitrogen mixture,28.81,99,Maistas
571,LEADER ANTIFUNGAL TOLNAFTATE,46.91,152,Chemija
572,Vivarin,71.81,35,Elektronika
573,Phendimetrazine Tartrate,99.99,120,Chemija
574,CPDA-1,46.16,7,Chemija
575,DG Health Cold and Flu Relief,9.48,67,Chemija
576,Sprayology Snore Soother,86.11,140,Chemija
577,Tizanidine Hydrochloride,29.5,31,Maistas
578,Salsalate,84.09,160,Elektronika
579,Neutrogena Ageless Intensives Tone Correcting Daily Moisturizer,78.09,8,Maistas
580,Amlodipine besylate and Atorvastatin calcium,89.88,28,Elektronika
581,Ondansetron,80.14,15,Chemija
582,Coppertone UltraGuard,13.2,51,Elektronika
583,Body Luxuries Sweet Lavender Hand Sanitizer,73.41,7,Elektronika
584,Holiday Treats Antibacterial Foaming Hand Wash,87.49,19,Maistas
585,ECOSAVE JAPANESE CHERRY BLOSSOM SOAP ANTIBACTERIAL HAND SOAP,9.69,52,Maistas
586,Amlodipine Besylate,27.42,45,Maistas
587,TrophAmine,86.41,118,Elektronika
588,Promolaxin,56.96,58,Elektronika
589,Trimethoprim sulfate and Polymyxin B sulfate,30.22,137,Elektronika
590,LBEL,58.35,145,Chemija
591,Gabapentin,29.11,128,Chemija
592,Banzel,85.62,32,Chemija
593,Crusader Ultra Skin Lightening,57.34,109,Maistas
594,Lemon Zest Antibacterial Foaming Hand Wash,21.98,112,Chemija
595,Spigelia Anthelmia Kit Refill,35.41,23,Chemija
596,ClearPrep FX,73.71,117,Maistas
597,Prednisone,96.14,90,Maistas
598,Pain Relief PM,10.6,118,Maistas
599,NHS Dyspepsia,71.22,150,Maistas
600,Chlorothiazide,37.23,4,Maistas
601,Trazodone Hydrochloride,39.33,81,Maistas
602,ONDANSETRON,2.41,78,Chemija
603,NovoLog Mix 70/30,77.69,125,Maistas
604,Lamotrigine,50.06,89,Maistas
605,Loratadine,61.25,157,Elektronika
606,ZYLOPRIM,41.01,10,Maistas
607,SHISEIDO SHEER MATIFYING COMPACT (REFILL),32.96,66,Chemija
608,Cocet Plus,22.91,156,Elektronika
609,Venlafaxine Hydrochloride,65.86,128,Elektronika
610,Cefuroxime Axetil,53.67,91,Chemija
611,Itchy Eye,23.25,40,Chemija
612,Ibuprofen,45.45,20,Elektronika
613,Levetiracetam,60.71,90,Maistas
614,equaline milk of magnesia,43.63,147,Elektronika
615,TYLENOL Cold Multi-Symptom Daytime,63.15,35,Maistas
616,DISCOUNT DRUG MART,14.82,155,Chemija
617,Hypopituitaryplex,20.49,159,Elektronika
618,Prochlorperazine Maleate,91.92,4,Elektronika
619,Arnica,51.22,120,Chemija
620,Octagam Immune Globulin (Human),19.71,46,Maistas
621,Gabapentin,54.52,104,Maistas
622,Divalproex Sodium Extended Release,7.64,5,Maistas
623,Deb Med Antimicrobial Foaming Hand Wash Fresh Grapefruit,59.89,95,Maistas
624,Ceftriaxone,70.36,118,Elektronika
625,Doxycycline,91.65,92,Elektronika
626,Tricode,33.55,146,Chemija
627,Monoclate-P,43.27,32,Elektronika
628,Hayfever,78.55,146,Maistas
629,equate daytime nitetime,51.74,58,Chemija
630,"Pollens - Trees, Tree of Heaven Ailanthus altissima",59.49,40,Maistas
631,Sovereign Silver,94.59,138,Elektronika
632,Potassium Chloride,56.11,46,Elektronika
633,iBaba,55.06,57,Maistas
634,ORCHID,73.03,152,Chemija
635,CELEBREX,52.59,48,Chemija
636,Cephalexin,83.43,49,Elektronika
637,Zinecard,35.2,141,Elektronika
638,Sleep Aid,68.67,17,Chemija
639,ASPERGILLUS NIGER VAR NIGER,14.97,6,Elektronika
640,Sooryehan Dabityoon Jiyoon Two way cake 23,5.69,144,Maistas
641,Hackberry,53.84,27,Elektronika
642,PrismaSol,2.29,9,Maistas
643,Oxaprozin,59.7,57,Elektronika
644,OMEOSPORT,21.19,106,Maistas
645,Green Guard Maximum Non-Aspirin,10.4,138,Maistas
646,Dextroamphetamine Saccharate and Amphetamine Aspartate and Dextroamphetamine Sulfate and Amphetamine Sulfate,60.21,86,Maistas
647,Clobex,39.57,19,Maistas
648,Menstrual Pain Relief,61.88,48,Chemija
649,care one pain relief,68.83,127,Maistas
650,Arrid XX Unscented,55.55,53,Maistas
651,Cialis,19.35,158,Elektronika
652,StaphWash Plus,37.28,85,Elektronika
653,COSOPT,41.68,92,Elektronika
654,Antacid,93.4,26,Chemija
655,RUMEX CRISPUS POLLEN,36.95,28,Chemija
656,Nicotine,63.86,20,Chemija
657,Econazole Nitrate,54.37,143,Maistas
658,ZAFIRLUKAST,13.27,93,Maistas
659,PredniSONE,54.91,122,Elektronika
660,Polymyxin B Sulfate and Trimethoprim,88.98,105,Chemija
661,Face and Body Sunscreen Spray,87.45,84,Elektronika
662,pharMAX fibro,25.34,86,Chemija
663,Tork Premium Hand Sanitizer Foam Alcohol-Free,25.61,125,Maistas
664,Dulcolax,79.8,67,Chemija
665,Hydrocortisone,19.07,139,Maistas
666,Ferrum Quartz,45.19,47,Maistas
667,Anti Acne Natural Volcanic Sulfur,95.88,43,Elektronika
668,miconazole 3,75.97,47,Elektronika
669,Antacid Antigas,68.94,159,Elektronika
670,GUNA-MATRIX,20.26,29,Maistas
671,Almond,73.91,81,Maistas
672,Chronic Fatigue Therapy,51.98,160,Chemija
673,Neutrogena Age Shield Face Oil Free,66.57,130,Maistas
674,berkley and jensen nicotine,74.92,48,Elektronika
675,Saline Nasal,73.46,22,Chemija
676,Lorazepam,98.51,137,Chemija
677,Irbesartan,82.88,27,Elektronika
678,Maybelline New York Baby Lips Quenched Moisturizing Lip Balm SPF 20 Sunscreen,51.19,75,Maistas
679,Luxury Cell Performance Toner,69.28,121,Maistas
680,Dexamethasone,35.64,127,Elektronika
681,Ropinirole Hydrochloride,29.03,37,Chemija
682,Baclofen,90.13,93,Maistas
683,Hydrochlorothiazide,39.92,11,Elektronika
684,Zolmitriptan,38.66,149,Maistas
685,Pain Relief,29.12,1,Maistas
686,Methylprednisolone,20.37,137,Elektronika
687,Cyclobenzaprine Hydrochloride,87.13,112,Elektronika
688,GARDASIL,10.6,47,Chemija
689,Vichy Normaderm,40.56,7,Chemija
690,"Animal Allergens, Feather Mix",30.79,152,Maistas
691,Tall Ragweed,10.6,61,Chemija
692,FLUMAZENIL,82.61,105,Elektronika
693,Akten,60.71,136,Maistas
694,Banana Boat Protect and Hydrate,25.13,152,Chemija
695,Herbion Naturals Mint Cough Drops,84.18,28,Elektronika
696,PASPALUM NOTATUM POLLEN,97.94,123,Maistas
697,Dextrose,87.05,29,Chemija
698,Horse Fly,12.96,93,Chemija
699,Health Mart Gas Relief,32.33,126,Maistas
700,DRY COUGH,87.02,158,Elektronika
701,Ropinirole Hydrochloride,60.25,25,Elektronika
702,Fresh Lavender Waterless Anti-Antibateria Hand Sanitizer,22.76,78,Chemija
703,Citalopram,2.66,55,Elektronika
704,Levothyroxine Sodium,27.31,95,Chemija
705,equaline allergy,49.9,132,Elektronika
706,Fiber,28.85,128,Maistas
707,Carelessweed,8.57,41,Maistas
708,Karaya Gum,77.16,13,Elektronika
709,LEVOCARNITINE,22.77,56,Maistas
710,Epicoccum nigrum,23.62,109,Elektronika
711,Medique Alamag,88.61,130,Maistas
712,BACK RELIEF,26.41,32,Chemija
713,Siltussin DM DAS Cough Formula,39.84,52,Chemija
714,Metformin Hydrochloride,29.24,58,Chemija
715,Milk of Magnesia Wild Cherry,59.33,66,Chemija
716,Rescon,55.93,41,Maistas
717,Insect Bites,9.86,45,Maistas
718,Sunscreen,81.89,133,Elektronika
719,SPIRONOLACTONE,80.06,74,Maistas
720,CD DiorSnow White Reveal UV Shield Foundation 012-Porcelain,40.76,64,Chemija
721,Rx Act Ibuprofen,86.58,98,Maistas
722,Horse Epithelium,78.04,68,Chemija
723,Total Tri-Estro,52.66,9,Maistas
724,ORCHID,48.44,153,Chemija
725,Smart Sense Stay Awake,46.05,152,Chemija
726,Clinpro Tooth Creme,71.13,3,Maistas
727,Fluconazole,46.51,3,Chemija
728,HYSAN PAIN RELIEVER,85.55,8,Elektronika
729,Methadone Hydrochloride,23.81,127,Maistas
730,Clindamycin Hydrochloride,63.45,15,Chemija
731,Ethambutol Hydrochloride,56.33,5,Elektronika
732,Norvasc,7.22,11,Elektronika
733,Peptic Relief,9.53,58,Chemija
734,Hydrogen Peroxide,50.77,60,Elektronika
735,Triton HS-777,76.88,90,Maistas
736,Diazepam,31.75,140,Chemija
737,HEADACHE,16.86,15,Chemija
738,Eczema,2.71,81,Maistas
739,SINGULAIR,98.62,52,Chemija
740,FLUVOXAMINE MALEATE,73.54,92,Chemija
741,Panama Jack,7.21,156,Maistas
742,Witch Hazel,45.72,121,Maistas
743,Eye Itch Relief,20.13,139,Maistas
744,Amlodipine and Benazepril Hydrochloride,52.66,96,Elektronika
745,equaline lice treatment,83.05,81,Elektronika
746,Glyburide,79.48,85,Chemija
747,Penicilium chrysogenum,17.33,34,Elektronika
748,Cefadroxil,7.19,75,Elektronika
749,NITROPRESS,44.41,20,Maistas
750,HAWAIIAN TROPIC,51.21,85,Elektronika
751,Arnica Echinacea,78.23,67,Maistas
752,Dexamethasone Sodium Phosphate,11.73,14,Elektronika
753,Heartburn Relief,8.69,69,Maistas
754,Vax,31.46,24,Chemija
755,Eve Lom Radiance Lift Foundation SPF 15,47.94,132,Chemija
756,Purminerals 4 in 1 Makeup SPF 15 Deepest,50.75,141,Chemija
757,Orphenadrine Citrate,80.53,25,Maistas
758,Prime Asthma Relief,29.41,47,Maistas
759,Chlorpromazine Hydrochloride,35.32,109,Maistas
760,Methylprednisolone,34.48,49,Maistas
761,Olive Pollen,67.93,142,Elektronika
762,Atomoxetine Hydrochloride,17.25,6,Chemija
763,Dental Care Advance Cleaning,10.67,139,Maistas
764,DIARREX,82.92,95,Chemija
765,AMPICILLIN,41.65,160,Maistas
766,DayTime NiteTime Cold and Flu,99.53,1,Maistas
767,Metoprolol Tartrate and Hydrochlorothiazide,94.97,127,Maistas
768,Womens Laxative,64.78,79,Maistas
769,ITCHY SKIN RASH,75.82,52,Elektronika
770,Senna,78.06,56,Elektronika
771,procureFirst Aid Antibio,69.45,108,Chemija
772,Fentanyl Citrate,34.72,144,Chemija
773,ShopRite Arthritis Pain,54.76,107,Chemija
774,Meloxicam,28.1,156,Elektronika
775,Pentoxifylline,16.72,11,Maistas
776,KENALOG-40,6.29,52,Chemija
777,PERICARDIUM TRIPLE WARMER MERIDIAN OPENER,52.33,140,Elektronika
778,COLLAGEN HD COVER BB,45.94,15,Maistas
779,Niaspan,37.46,119,Maistas
780,GOODSENSE LUBRICANT EYE DROPS,73.39,93,Elektronika
781,Psoriasin,20.11,12,Elektronika
782,Mirapharm-22,48.53,144,Maistas
783,Anti-bacterial Blue Raspberry Hand,51.06,106,Elektronika
784,Shopko,30.42,18,Chemija
785,Trileptal,64.44,140,Maistas
786,Tetracycline Hydrochloride,51.06,114,Maistas
787,Causticum Kit Refill,3.66,143,Maistas
788,NIGHT-TIME,69.61,71,Chemija
789,Nizatidine,23.86,113,Elektronika
790,Bicalutamide,20.24,83,Elektronika
791,Gillette Clear,11.17,74,Maistas
792,Carbon Dioxide-Oxygen-Nitrogen Mixture,34.27,17,Elektronika
793,POTASSIUM CHLORIDE,1.56,140,Maistas
794,Speed Stick,24.79,17,Maistas
795,Pomegranate Antibacterial Foaming Hand Wash,31.44,86,Chemija
796,DawnMist Antibacterial,13.39,146,Elektronika
797,Venlafaxine Hydrochloride,28.14,5,Chemija
798,flormar REBORN DOUBLE RADIANCE PRIMER HIGHLIGHTER SUNSCREEN BROAD SPECTRUM SPF 10,31.37,47,Chemija
799,good neighbor pharmacy complete,97.82,54,Chemija
800,Aspirin,70.0,105,Maistas
801,Sodium Chloride,50.3,78,Maistas
802,Fexofenadine Hydrochloride,33.27,11,Maistas
803,Treatment Set TS336683,55.15,49,Maistas
804,Etodolac,58.71,9,Chemija
805,Ropinirole,57.22,10,Chemija
806,Povidone Iodine,87.81,143,Elektronika
807,Gentle Laxative,41.21,145,Maistas
808,Hydrochlorothiazide,47.63,98,Chemija
809,Antiseptic Hand Gel,1.29,149,Chemija
810,SHISEIDO ULTIMATE SUN PROTECTION,41.26,62,Chemija
811,Dialyvite 5000,55.17,97,Chemija
812,DNA,10.18,143,Chemija
813,Finasteride,93.94,26,Chemija
814,PULMICORT RESPULES,74.15,87,Maistas
815,Piperacillin and Tazobactam,59.83,142,Chemija
816,Midazolam hydrochloride,77.38,13,Chemija
817,ibuprofen cold and sinus,40.47,158,Maistas
818,Safeway Home Lemon Scent,16.76,90,Chemija
819,Zenchent,15.8,81,Chemija
820,Metoclopramide,55.2,86,Maistas
821,Levofloxacin,8.53,157,Chemija
822,Golden Pear Antibacterial Foaming Hand Wash,67.93,51,Chemija
823,temazepam,76.28,2,Elektronika
824,Zicam Cold Remedy Ultra Rapidmelts,77.48,82,Maistas
825,QUALAQUIN,59.0,156,Maistas
826,Radiation Plus,54.66,16,Maistas
827,Zegerid,42.46,112,Maistas
828,Fexofenadine,60.24,3,Maistas
829,telmisartan and hydrochlorothiazide,23.56,86,Chemija
830,Allopurinol,8.1,114,Maistas
831,ClomiPHENE Citrate,87.39,34,Maistas
832,Sildenafil,79.46,57,Maistas
833,Ketorolac Tromethamine,47.99,67,Chemija
834,Healthy Accents infants pain and fever,17.26,154,Chemija
835,Ambien CR,19.53,133,Maistas
836,Antibacterial Hand Candy Cane,64.42,136,Elektronika
837,LYSOL Healthy Touch,83.91,51,Maistas
838,Quality Choice,55.09,160,Maistas
839,CENTER-AL - QUERCUS ALBA POLLEN,91.61,87,Elektronika
840,COLESTIPOL HYDROCHLORIDE,54.19,144,Chemija
841,TRUEplus diabetics foot care,39.19,160,Elektronika
842,Sotalol Hydrochloride,92.49,52,Maistas
843,Pioglitazone,81.91,126,Maistas
844,Cinnamon,43.21,24,Maistas
845,Losartan Potassium,61.96,147,Maistas
846,Buspirone hydrochloride,21.73,107,Chemija
847,SyImmune,78.16,159,Elektronika
848,AGAVE CACTUS,6.88,135,Chemija
849,Saccharomyces cerevisiae,33.55,94,Chemija
850,Bromday,98.03,137,Chemija
851,Mirtazapine,28.02,86,Elektronika
852,Indomethacin,28.86,129,Maistas
853,Glimepiride,39.74,117,Chemija
854,Rat Epithelium,85.22,21,Chemija
855,Aspirin,90.77,60,Elektronika
856,INTRON A,19.36,42,Maistas
857,Methotrexate,92.08,54,Elektronika
858,Treatment Set TS349274,78.92,28,Elektronika
859,ADVATE,56.29,86,Chemija
860,Lisinopril,28.35,120,Maistas
861,Trifluoperazine Hydrochloride,18.64,157,Maistas
862,Theophylline,22.32,107,Chemija
863,Avelox,89.95,74,Chemija
864,Pain Relief,27.33,83,Elektronika
865,Ondansetron Hydrochloride,8.58,10,Maistas
866,TRISPEC DMX Cough Suppressant Expectorant CHERRY RASPBERRY Flavor,92.43,9,Chemija
867,Penicillin G Potassium,10.76,88,Elektronika
868,Terazosin Hydrochloride,56.11,10,Chemija
869,Western Family Hemorrhoidal,22.37,120,Chemija
870,Lamotrigine,68.63,10,Maistas
871,SOOTHING AND MOISTURE ALOE VERA 90 PERCENT TONER,88.94,84,Maistas
872,Lovastatin,56.29,22,Maistas
873,TopCare Sinus and Allergy PE,66.15,51,Elektronika
874,smilecare,19.49,150,Maistas
875,Labetalol hydrochloride,84.41,136,Maistas
876,CVS PHARMACY,95.21,21,Maistas
877,EXALGO,56.63,45,Chemija
878,FAMOTIDINE,9.1,32,Chemija
879,Mephyton,46.27,45,Elektronika
880,CareOne Daily Moisturizer Broad Spectrum SPF15 Sunscreen,43.62,159,Chemija
881,EPZICOM,87.65,59,Maistas
882,Intermezzo,64.81,49,Maistas
883,Muscle Rub,67.64,60,Maistas
884,Academy Continuous Sport,6.98,136,Maistas
885,Rimmel London,47.58,149,Chemija
886,Hand Sanitizer,51.33,155,Maistas
887,Inflammation,32.53,107,Maistas
888,Frankincense and Myrrh Sciatica,77.88,39,Maistas
889,TRUSOPT,42.13,97,Elektronika
890,Cystotone,17.91,81,Chemija
891,Gas Relief,74.13,101,Elektronika
892,risperidone,22.72,73,Maistas
893,Levothroid,65.24,138,Maistas
894,leader stomach relief,92.74,91,Chemija
895,BPO 9 Foaming,83.53,91,Maistas
896,METOPROLOL SUCCINATE,73.03,44,Elektronika
897,ORCHID BY H E B,50.98,20,Chemija
898,Pitocin,26.4,106,Elektronika
899,Povidone Iodine Surgical Scrub,11.42,31,Maistas
900,Soft Cheat Brome,19.04,69,Maistas
901,Carvedilol,45.85,117,Maistas
902,lansoprazole,6.61,42,Chemija
903,Far Away Dreams,32.88,157,Maistas
904,Glyburide,92.36,37,Elektronika
905,Losartan Potassium,25.8,61,Chemija
906,Lithium Carbonate,26.01,104,Chemija
907,Anti Itch,90.33,81,Maistas
908,No7 Lifting and Firming Foundation Sunscreen SPF 15 Truffle,16.5,75,Maistas
909,Antara,69.33,20,Chemija
910,day time,82.37,14,Chemija
911,Captopril,91.68,109,Elektronika
912,Monistat 7 Combination Pack,76.36,100,Chemija
913,"Molds, Rusts and Smuts, Fusarium vasinfectum",62.53,106,Chemija
914,Dior Bronze Collagen Activ SPF 15 001,1.54,122,Chemija
915,ibuprofen,99.47,60,Chemija
916,Paregoric,37.83,143,Elektronika
917,FLOVENT,17.35,27,Chemija
918,dimethicone,55.04,113,Chemija
919,Levofloxacin,63.7,60,Maistas
920,Cefoxitin,20.99,121,Maistas
921,Rite Aid Ultimate Sheer,67.18,50,Maistas
922,PCXX NEUTRAL GEL RASPBERRY BLAST,33.99,27,Elektronika
923,Ampicillin,81.61,90,Maistas
924,Alfalco,86.18,34,Chemija
925,"Vital HGH Skin, Hair and Nails",73.6,12,Elektronika
926,Clear Eyes Travelers Eye Relief,16.12,124,Chemija
927,Sensitive Tooth Paste,57.32,93,Chemija
928,Hand Sanitizer,72.28,32,Elektronika
929,Cefazolin Sodium,61.76,124,Elektronika
930,nicotine,43.16,43,Elektronika
931,Oxygen,23.55,111,Chemija
932,aspirin,38.3,38,Chemija
933,LidAll,46.66,155,Chemija
934,Naproxen,77.74,66,Chemija
935,IVA XANTHIFOLIA POLLEN,30.45,107,Chemija
936,Up and Up Migraine Relief,72.81,138,Chemija
937,LBEL Couleur luxe rouge irresistible maximum hydration SPF 17,78.46,26,Elektronika
938,GLYCOPYRROLATE,92.36,50,Maistas
939,Hydrocodone Bitartrate And Acetaminophen,57.32,97,Maistas
940,Morgidox,13.55,101,Maistas
941,Orphenadrine Citrate,28.51,37,Maistas
942,Dreumex Omnicare,93.27,21,Maistas
943,Hydrochlorothiazide,34.78,39,Elektronika
944,Bionel,19.77,74,Chemija
945,Atenolol,75.42,80,Maistas
946,Aveeno Active Naturals Hydrosport Sunblock,50.44,117,Maistas
947,Gold Bond Ultimate Protection,86.66,91,Elektronika
948,Holiday EleganceFrosted Gingerbre,42.49,9,Chemija
949,IBUDONE,82.66,111,Elektronika
950,Tag Alder,14.59,122,Maistas
951,ANTIBACTERIAL,5.1,106,Maistas
952,Sertraline Hydrochloride,72.52,104,Elektronika
953,Nighttime Sleep Aid,1.88,139,Elektronika
954,Naproxen Sodium,5.43,100,Maistas
955,Optimal HCG Diet Plan,31.04,97,Maistas
956,Lovastatin,52.04,35,Elektronika
957,Good Sense Childrens Mucus Relief,43.03,53,Maistas
958,Tiny Cold,36.59,84,Chemija
959,Lidocaine,60.14,52,Chemija
960,Triamcinolone Acetonide,43.39,39,Chemija
961,Citalopram Hydrobromide,85.16,156,Maistas
962,DILAUDID,98.39,107,Elektronika
963,CENTER-AL - ATRIPLEX WRIGHTII POLLEN,42.12,38,Maistas
964,Free Radical,69.37,54,Maistas
965,RINGERS,65.81,129,Maistas
966,Ovaria Apis,97.26,10,Maistas
967,Balsam Poplar,18.56,66,Maistas
968,LEVAQUIN,44.75,34,Elektronika
969,HGH,52.88,112,Chemija
970,AVAPRO,71.3,100,Elektronika
971,Tizanidine,77.84,94,Elektronika
972,Zoledronic acid,16.63,91,Maistas
973,Moisture Renew,30.65,40,Chemija
974,BullFrog Super Block,34.27,159,Chemija
975,GENGRAF,75.56,26,Elektronika
976,rexall night time cold and flu,67.37,41,Maistas
977,TRICHOPHYTON MENTAGROPHYTES,64.22,20,Chemija
978,Lamotrigine,33.6,63,Elektronika
979,Natures Choice Vitamins A and D,72.31,62,Maistas
980,Phentermine Hydrochloride,78.61,26,Chemija
981,Propranolol Hydrochloride,19.09,97,Chemija
982,Nortriptyline Hydrochloride,4.38,4,Elektronika
983,BEPREVE,72.45,123,Maistas
984,Childrens Pain Relief Bubblegum,30.62,80,Maistas
985,RX Act Tussin,19.04,1,Maistas
986,Daytime Nighttime Cold Flu Relief,29.83,67,Chemija
987,Childrens Ibuprofen,53.45,10,Chemija
988,Pioglitazone hydrochloride and glimepiride,12.46,85,Elektronika
989,leader pain reliever,49.84,2,Maistas
990,HCG Cord,67.59,113,Elektronika
991,Kadian,88.9,140,Chemija
992,Betamethasone Dipropionate,33.06,21,Maistas
993,Alprazolam,5.06,134,Elektronika
994,Tandem DHA,43.97,90,Maistas
995,Primidone,91.43,80,Maistas
996,Lorazepam,76.48,159,Chemija
997,Clozapine,14.62,134,Maistas
998,Lisinopril,9.83,28,Chemija
999,Phenytoin Sodium,91.32,109,Maistas
1000,Fentanyl,68.28,69,Elektronika
